Category,Priority,File,Line,Link_Text,Target,Status,Impact
command,high,docs/components/templates/claude-md-integration-original.md,78,custom-command.md,commands/custom-command.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/components/templates/claude-md-integration-original.md,79,project-agent.md,agents/project-agent.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/components/templates/claude-md-integration-original.md,80,project-standards.md,docs/principles/project-standards.md,BROKEN,Navigation disruption in navigation system
other,low,docs/architecture/agent-orchestration-framework.md,843,Apply communication protocols,../components/communication-protocols.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/agent-orchestration-framework.md,844,Use quality frameworks,../components/quality-frameworks.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/agent-orchestration-framework.md,848,Study command templates,../templates/enhanced-command-template.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/system-architecture-overview.md,396,Access component-name.md for specific-purpose,component-name.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/command-enhancement-patterns.md,463,Apply validation framework,../components/validation-framework.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/command-enhancement-patterns.md,464,Study command templates,../templates/enhanced-command-template.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/decision-matrix-specifications.md,473,Use command templates,../templates/enhanced-command-template.md,BROKEN,Navigation disruption in other system
other,low,docs/architecture/decision-matrix-specifications.md,474,Study validation framework,../components/validation-framework.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,15,Framework Playbook,../CLAUDE.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,15,Next: Apply Template,./README.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,48,content-deduplication.md single-source truth methodology,principles/content-deduplication.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,59,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,64,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,84,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,86,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,88,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,101,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,102,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,102,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,108,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,132,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,150,target.md,exact/path/to/target.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,155,target.md,exact/path/to/target.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,186,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,188,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,190,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,192,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,197,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,210,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,211,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,211,additional.md,path/to/additional.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,219,file.md,path/to/file.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/playbook-documentation-template.md,243,command-selection.md,components/core-framework/command-selection.md,BROKEN,Navigation disruption in other system
command,high,docs/templates/playbook-documentation-template.md,253,system-audit.md,commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
command,high,docs/templates/playbook-documentation-template.md,255,modularize.md,commands/analysis/modularize.md,BROKEN,Navigation disruption in command system
other,low,docs/templates/playbook-documentation-template.md,296,CLAUDE.md Framework Playbook,../CLAUDE.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,14,Previous: Deploy Previous Command,previous-command.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,14,Next: Deploy Next Command,next-command.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,20,principle.md,../principles/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,20,principle2.md,../principles/principle2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,104,Browse commands index,index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,108,Related command 1,command1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,109,Related command 2,command2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,112,Apply principle1.md,../principles/principle1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/command-template.md,113,Follow principle2.md,../principles/principle2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,14,Previous: [previous-context,previous-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,14,Return to hub for navigation,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,14,Study ultimate authority,ultimate-authority.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,14,Next: [next-context,next-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,63,Ultimate Authority,ultimate-authority.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,64,Higher Authority,higher-authority.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,67,Peer Authority 1,peer-authority-1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,68,Peer Authority 2,peer-authority-2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,128,Ultimate Authority,ultimate-authority.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,129,Higher Authority,higher-authority.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,130,Peer Authorities,peer-authority-index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,133,Implementation Guide,implementation-guide.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,134,Compliance Checklist,compliance-checklist.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,135,Audit Framework,audit-framework.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,138,Navigate to Documentation Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/authority-template.md,139,Study PRINCIPLES.md for framework,../PRINCIPLES.md,BROKEN,Navigation disruption in other system
command,high,docs/templates/philosophy/authority-template.md,140,Browse commands for tools,../../commands/index.md,BROKEN,Navigation disruption in command system
other,critical,docs/templates/philosophy/index.md,14,Previous: Study templates index,../index.md,BROKEN,Navigation disruption in other system
other,critical,docs/templates/philosophy/index.md,14,Next: Browse components,../../components/index.md,BROKEN,Navigation disruption in other system
other,critical,docs/templates/philosophy/index.md,172,Browse templates index,../index.md,BROKEN,Navigation disruption in other system
other,critical,docs/templates/philosophy/index.md,173,Browse components,../../components/index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,14,Previous: [previous-context,previous-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,14,Return to hub for navigation,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,14,Study fundamental.md for approaches,../principles/fundamental.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,14,Next: [next-context,next-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,28,fundamental.md,../principles/fundamental.md,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/methodology-template.md,66,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/methodology-template.md,88,fundamental.md,../principles/fundamental.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,124,fundamental.md#evidence,../principles/fundamental.md#evidence,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,150,Navigate to Documentation Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,151,Study fundamental.md for approaches,../principles/fundamental.md,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/methodology-template.md,152,Study workflow.md for systematic execution,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/methodology-template.md,153,Study PRINCIPLES.md for framework,../PRINCIPLES.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,156,Study related methodology 1,related-methodology-1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,157,Study related methodology 2,related-methodology-2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,160,Follow directive.md for core command,../principles/directive.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,161,Apply engineering.md for technical standards,../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,162,Use organization.md for structural approaches,../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/methodology-template.md,165,Apply validation-methodology.md for verification,../principles/validation.md#validation-methodology,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/methodology-template.md,166,Use workflow-phases.md for phase execution,../components/workflow-phases.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/principle-template.md,14,Previous: [previous-context,previous-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,14,Return to hub for navigation,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,14,Study PRINCIPLES.md for framework,../PRINCIPLES.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,14,Next: [next-context,next-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,41,Follow related principle,related-principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,49,Follow related principle,related-principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,60,Apply supporting principle,supporting-principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,65,Apply supporting principle,supporting-principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,72,principle1.md,principle1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,73,principle2.md,principle2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,74,principle3.md,principle3.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,79,Navigate to Documentation Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,80,Study Principles for framework,../PRINCIPLES.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,81,Previous principle context,previous-principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,82,Next principle context,next-principle.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,85,Study related principle 1,related-principle-1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,86,Study related principle 2,related-principle-2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,87,Study related principle 3,related-principle-3.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,90,Apply related component 1,../components/component-1.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/principle-template.md,91,Use related component 2,../components/component-2.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/workflow-template.md,14,Previous: [previous-context,previous-link.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/workflow-template.md,14,Return to hub for navigation,../index.md,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/workflow-template.md,14,Study workflow.md for authority,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/workflow-template.md,14,Next: [next-context,next-link.md,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/workflow-template.md,18,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
workflow,low,docs/templates/philosophy/workflow-template.md,29,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
workflow,low,docs/templates/philosophy/workflow-template.md,73,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
workflow,low,docs/templates/philosophy/workflow-template.md,94,workflow.md#validation,../principles/workflow.md#8-validation,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/workflow-template.md,115,Navigate to Documentation Hub,../index.md,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/workflow-template.md,116,Study workflow.md for authority,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/workflow-template.md,117,Study PRINCIPLES.md for framework,../PRINCIPLES.md,BROKEN,Navigation disruption in other system
command,high,docs/templates/philosophy/workflow-template.md,118,Browse commands for tools,../../commands/index.md,BROKEN,Navigation disruption in command system
workflow,low,docs/templates/philosophy/workflow-template.md,121,Study related workflow 1,related-workflow-1.md,BROKEN,Navigation disruption in workflow system
workflow,low,docs/templates/philosophy/workflow-template.md,122,Study related workflow 2,related-workflow-2.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/workflow-template.md,125,Follow directive.md for core command,../principles/directive.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/workflow-template.md,126,Apply fundamental.md for basic methodology,../principles/fundamental.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/philosophy/workflow-template.md,127,Use engineering.md for technical standards,../principles/engineering.md,BROKEN,Navigation disruption in other system
workflow,low,docs/templates/philosophy/workflow-template.md,130,Apply workflow-phases.md for detailed execution,../components/workflow-phases.md,BROKEN,Navigation disruption in workflow system
other,low,docs/templates/philosophy/workflow-template.md,131,Use validation-methodology.md for verification,../principles/validation.md#validation-methodology,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/master-pattern-controller.md,17,Return to Pattern Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/master-pattern-controller.md,429,Return to Pattern Templates Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/master-pattern-controller.md,432,Access Component Generator Template,component-generator-template.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/command-generator-template.md,17,Previous: Study Enhanced Command Template,../enhanced-command-template.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/command-generator-template.md,17,Return to Pattern Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/command-generator-template.md,409,Return to Pattern Templates Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/command-generator-template.md,412,Access Component Generator Template,component-generator-template.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/command-generator-template.md,415,Study Enhanced Command Architecture,../enhanced-command-template.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/principle-generator-template.md,17,Return to Pattern Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/principle-generator-template.md,444,Return to Pattern Templates Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/agent-generator-template.md,17,Return to Pattern Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/agent-generator-template.md,425,Return to Pattern Templates Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,docs/templates/pattern-generators/agent-generator-template.md,428,Access Component Generator Template,component-generator-template.md,BROKEN,Navigation disruption in other system
navigation,high,docs/templates/generators/specialized-agent-template.md,35,primary-principle.md description,../docs/principles/primary-principle.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/templates/generators/specialized-agent-template.md,35,secondary-principle.md description,../docs/principles/secondary-principle.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/templates/generators/enhanced-command-template.md,28,principle-name.md description,../docs/principles/principle-name.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/templates/generators/enhanced-command-template.md,28,secondary-principle.md description,../docs/principles/secondary-principle.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/engineering.md,32,fundamental.md#simplicity,fundamental.md#simplicity,BROKEN,Navigation disruption in other system
other,low,docs/principles/engineering.md,61,fundamental.md#simplicity,fundamental.md#simplicity,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/engineering.md,114,workflow.md#analysis,workflow.md#3-analysis,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/engineering.md,160,fundamental.md#context,fundamental.md#context,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/engineering.md,218,workflow.md#implementation,workflow.md#5-implementation,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/engineering.md,227,Execute implementation methods,workflow.md#5-implementation,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/engineering.md,233,workflow.md#validation,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/engineering.md,260,workflow.md#validation,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/engineering.md,336,fundamental.md#evidence,fundamental.md#evidence,BROKEN,Navigation disruption in other system
other,low,docs/principles/engineering.md,448,Apply fundamental.md for simplicity approach,fundamental.md#simplicity,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/engineering.md,449,Execute workflow.md for systematic validation phases,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/agent-definition.md,55,agent-selection.md quality standards,agent-selection.md#quality-standards,BROKEN,Navigation disruption in other system
other,low,docs/principles/agent-definition.md,79,context-efficiency.md delegation framework,context-efficiency.md#agent-delegation-framework,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/agent-definition.md,129,workflow.md validation phase,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
navigation,medium,docs/principles/agent-definition.md,183,Reference agent-architect.md for gold standard,../agents/agent-architect.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/agent-definition.md,187,Use agent-creator.md for new agent development,../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/intent-recognition.md,32,CLAUDE.md ULTIMATE AUTHORITY,../CLAUDE.md#initialization-sequence,BROKEN,Navigation disruption in other system
navigation,medium,docs/principles/intent-recognition.md,100,ticket-executor,../../agents/ticket-executor.md,BROKEN,Navigation disruption in navigation system
command,high,docs/principles/intent-recognition.md,107,modularize.md,../../commands/analysis/modularize.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/principles/intent-recognition.md,107,migration-specialist,../../agents/migration-specialist.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/intent-recognition.md,108,test-architect,../../agents/test-architect.md,BROKEN,Navigation disruption in navigation system
command,high,docs/principles/intent-recognition.md,114,system-evolve.md,../../commands/analysis/system-evolve.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/principles/intent-recognition.md,114,knowledge-curator,../../agents/knowledge-curator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/intent-recognition.md,115,documentation-curator,../../agents/documentation-curator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/intent-recognition.md,120,infrastructure-architect,../../agents/infrastructure-architect.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/intent-recognition.md,120,monitoring-specialist,../../agents/monitoring-specialist.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/intent-recognition.md,121,infrastructure-architect,../../agents/infrastructure-architect.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/intent-recognition.md,122,monitoring-specialist,../../agents/monitoring-specialist.md,BROKEN,Navigation disruption in navigation system
command,high,docs/principles/intent-recognition.md,123,audit→analyze→validate security,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/principles/intent-recognition.md,192,delegation-advisor,../../agents/delegation-advisor.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/intent-recognition.md,238,CLAUDE.md ULTIMATE AUTHORITY,../CLAUDE.md,BROKEN,Navigation disruption in other system
navigation,medium,docs/principles/intent-recognition.md,264,delegation-advisor,../../agents/delegation-advisor.md,BROKEN,Navigation disruption in navigation system
workflow,low,docs/principles/intent-recognition.md,273,workflow.md validation phase,../principles/workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/intent-recognition.md,293,Study CLAUDE.md for ULTIMATE AUTHORITY,../CLAUDE.md,BROKEN,Navigation disruption in other system
command,high,docs/principles/intent-recognition.md,304,Execute system-audit.md for comprehensive analysis,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/principles/intent-recognition.md,307,Apply delegation-advisor for task routing,../../agents/delegation-advisor.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/intent-recognition.md,311,Use command mapping for optimal selection,INTENT_RECOGNITION.md#command-mapping-rules,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/fundamental.md,43,workflow.md#validation,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/fundamental.md,49,Execute validation methods,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/fundamental.md,56,workflow.md#exploration,workflow.md#2-exploration,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/fundamental.md,56,workflow.md#analysis,workflow.md#3-analysis,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/fundamental.md,64,Execute exploration methods,workflow.md#2-exploration,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/fundamental.md,65,Follow analysis methods,workflow.md#3-analysis,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/fundamental.md,71,workflow.md#exploration,workflow.md#2-exploration,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/agent-selection.md,57,context-efficiency.md delegation framework,context-efficiency.md#agent-delegation-framework,BROKEN,Navigation disruption in other system
other,low,docs/principles/agent-selection.md,133,context-efficiency.md quality control,context-efficiency.md#quality-control,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/agent-selection.md,199,workflow.md validation phase,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
navigation,medium,docs/principles/agent-selection.md,244,Deploy project-optimizer.md for complex analysis,../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/agent-selection.md,245,Use agent-creator.md for new agent development,../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/agent-selection.md,246,Apply delegation-advisor.md for task routing,../agents/delegation-advisor.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/agent-selection.md,247,Reference agent-architect.md for gold standard,../agents/agent-architect.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/agent-selection.md,251,Use navigation.md for consistent links,../components/navigation.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,26,fundamental.md#simplicity,fundamental.md#simplicity,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,42,Apply simplicity principle,fundamental.md#simplicity,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,43,Use design principles,engineering.md#design-principles,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,44,Check management rules,files.md#management-rules,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,45,Follow evidence principle,fundamental.md#evidence,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,67,Study fundamental.md for simplicity requirements,fundamental.md#simplicity,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,68,Study engineering.md for technical standards,engineering.md#design-principles,BROKEN,Navigation disruption in other system
other,low,docs/principles/forbidden.md,69,Study files.md for documentation rules,files.md#management-rules,BROKEN,Navigation disruption in other system
other,low,docs/principles/content-deduplication.md,99,Execute specific-action.md for targeted-outcome,path/to/authority.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/content-deduplication.md,104,Action-verb specific-component.md for detailed-purpose,path/to/authority.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/content-deduplication.md,109,Access component-name.md when condition-met,path/to/authority.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/content-deduplication.md,187,Access module-name.md for specific-information,../path/to/module.md,BROKEN,Navigation disruption in other system
command,high,docs/principles/content-deduplication.md,209,Execute command-name.md for specific-outcome,commands/path/command.md,BROKEN,Navigation disruption in command system
navigation,high,docs/principles/content-deduplication.md,214,principle-name.md methodology,docs/principles/principle.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/principles/content-deduplication.md,219,Navigate to component-type.md for framework-access,docs/navigation-hub.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/principles/content-deduplication.md,238,Study command-architecture.md for execution environment details,docs/components/command-architecture.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/principles/content-deduplication.md,247,Apply quality-integration.md for validation frameworks,docs/components/quality-integration.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/content-deduplication.md,362,Apply content-analysis.md for duplication detection,../components/content-analysis.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/content-deduplication.md,364,Follow modular-architecture.md for module design,../components/modular-architecture.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/formatting.md,66,Use navigation patterns for structure,../components/navigation.md,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/context-efficiency.md,109,workflow.md validation phase,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
command,high,docs/principles/context-efficiency.md,145,Browse commands index for tools,../commands/index.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/principles/context-efficiency.md,154,Deploy agents per project-optimizer.md,../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/context-efficiency.md,156,Use agent-creator.md for new agent development,../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/context7-research.md,28,fundamental.md#evidence,fundamental.md#evidence,BROKEN,Navigation disruption in other system
other,low,docs/principles/context7-research.md,28,engineering.md#methodologies,engineering.md#methodologies,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/context7-research.md,49,workflow.md#1-clarification,workflow.md#1-clarification,BROKEN,Navigation disruption in workflow system
workflow,low,docs/principles/context7-research.md,49,workflow.md#2-research,workflow.md#2-research,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/context7-research.md,72,organization.md#documentation,organization.md#documentation,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/context7-research.md,110,workflow.md#5-implementation,workflow.md#5-implementation,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/context7-research.md,110,engineering.md#standards,engineering.md#standards,BROKEN,Navigation disruption in other system
